SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
71883,1,2025-02-05,2025-02-28,2025-02-13,5,True,SO71883,PO84149,10-4020-000448,33,259,448,OVERNIGHT J-FAST,,11981.5501,958.524,239.631,13179.7051,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455208
71884,6,2025-03-03,2025-03-30,2025-03-07,5,True,SO71884,PO84095,10-4020-000095,572,400,58,XRQ - TRUCK GROUND-,,7405.5416,592.4433,148.1108,8146.0957,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455222
71885,2,2024-08-21,2024-09-15,2024-08-31,5,True,SO71885,PO19579,10-4020-000786,701,221,419,OVERNIGHT J-FAST,,11988.9351,959.1148,239.7787,13187.8286,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455235
71886,3,2025-01-25,2025-02-21,2025-02-02,5,True,SO71886,PO33812,10-4020-000664,590,174,233,XRQ - TRUCK GROUND-,,6796.7644,543.7412,135.9353,7476.4409,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455246
71887,7,2025-05-21,2025-05-28,2025-05-30,5,False,SO71887,PO10832,10-4020-000639,849,200,10,CARGO TRANSPORT 5,,11104.9062,888.3925,222.0981,12215.3968,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455259
71888,3,2024-09-24,2024-10-09,2024-09-30,5,False,SO71888,PO79778,10-4020-000469,670,341,103,XRQ - TRUCK GROUND-,,4869.6454,389.5716,97.3929,5356.6099,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455271
71889,3,2024-11-29,2024-12-12,2024-12-04,5,True,SO71889,PO50433,10-4020-000186,104,14,274,XRQ - TRUCK GROUND-,,13403.9909,1072.3193,268.0798,14744.39,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455315
71890,6,2024-06-21,2024-06-30,2024-06-29,5,False,SO71890,PO40160,10-4020-000674,214,104,156,CARGO TRANSPORT 5,,11702.9751,936.238,234.0595,12873.2726,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455332
71891,4,2025-01-04,2025-01-17,2025-01-12,5,True,SO71891,PO27997,10-4020-000451,127,428,193,CARGO TRANSPORT 5,,14865.5042,1189.2403,297.3101,16352.0546,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455345
71892,4,2025-01-14,2025-02-02,2025-01-17,5,False,SO71892,PO67481,10-4020-000409,204,106,395,OVERNIGHT J-FAST,,13019.6152,1041.5692,260.3923,14321.5767,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455357
71893,2,2025-03-30,2025-04-11,2025-04-10,5,True,SO71893,PO31349,10-4020-000775,215,62,251,XRQ - TRUCK GROUND-,,12226.7663,978.1413,244.5353,13449.4429,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455370
71894,6,2025-04-06,2025-04-26,2025-04-12,5,True,SO71894,PO21900,10-4020-000819,520,185,245,OVERNIGHT J-FAST,,5407.9358,432.6349,108.1587,5948.7294,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455382
71895,8,2025-02-16,2025-02-23,2025-02-19,5,False,SO71895,PO65052,10-4020-000410,103,182,185,OVERNIGHT J-FAST,,1724.2858,137.9429,34.4857,1896.7144,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455395
71896,5,2024-07-04,2024-07-18,2024-07-18,5,True,SO71896,PO95253,10-4020-000660,830,200,449,OVERNIGHT J-FAST,,6540.5258,523.2421,130.8105,7194.5784,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455407
71897,5,2024-06-09,2024-07-09,2024-06-22,5,False,SO71897,PO15946,10-4020-000145,255,91,290,CARGO TRANSPORT 5,,14272.0717,1141.7657,285.4414,15699.2788,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455419
71898,3,2024-08-05,2024-09-03,2024-08-15,5,True,SO71898,PO18019,10-4020-000611,822,108,444,XRQ - TRUCK GROUND-,,7803.3992,624.2719,156.068,8583.7391,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455431
71899,7,2025-05-05,2025-05-17,2025-05-14,5,True,SO71899,PO32890,10-4020-000532,156,380,415,XRQ - TRUCK GROUND-,,4431.6145,354.5292,88.6323,4874.776,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455443
71900,2,2024-09-01,2024-09-13,2024-09-04,5,False,SO71900,PO36748,10-4020-000314,414,321,192,OVERNIGHT J-FAST,,5507.7668,440.6213,110.1553,6058.5434,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455455
71901,1,2025-04-15,2025-05-02,2025-04-18,5,False,SO71901,PO14485,10-4020-000753,148,209,24,XRQ - TRUCK GROUND-,,4850.0374,388.003,97.0007,5335.0411,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455468
71902,3,2024-12-11,2024-12-23,2024-12-15,5,True,SO71902,PO55700,10-4020-000229,95,215,34,CARGO TRANSPORT 5,,11449.4093,915.9527,228.9882,12594.3502,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455480
71903,7,2025-01-30,2025-02-23,2025-02-09,5,True,SO71903,PO89071,10-4020-000829,653,1,160,OVERNIGHT J-FAST,,6993.2781,559.4622,139.8656,7692.6059,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455492
71904,5,2025-01-27,2025-02-07,2025-02-04,5,False,SO71904,PO90427,10-4020-000685,734,50,245,OVERNIGHT J-FAST,,13498.2574,1079.8606,269.9651,14848.0831,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455505
71905,4,2025-03-20,2025-04-12,2025-03-25,5,True,SO71905,PO39563,10-4020-000676,85,381,49,XRQ - TRUCK GROUND-,,2984.4921,238.7594,59.6898,3282.9413,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455517
71906,2,2024-12-24,2025-01-07,2024-12-30,5,False,SO71906,PO34199,10-4020-000748,676,155,169,XRQ - TRUCK GROUND-,,4270.3817,341.6305,85.4076,4697.4198,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455529
71907,5,2025-01-23,2025-02-03,2025-01-31,5,False,SO71907,PO59121,10-4020-000678,149,297,378,CARGO TRANSPORT 5,,10041.9276,803.3542,200.8386,11046.1204,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455541
71908,4,2024-12-15,2024-12-27,2024-12-18,5,True,SO71908,PO93182,10-4020-000035,814,122,83,OVERNIGHT J-FAST,,9496.6094,759.7288,189.9322,10446.2704,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455553
71909,8,2024-11-13,2024-12-05,2024-11-21,5,True,SO71909,PO92406,10-4020-000837,592,208,232,CARGO TRANSPORT 5,,225.102,18.0082,4.502,247.6122,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455565
71910,8,2025-01-19,2025-01-29,2025-02-02,5,False,SO71910,PO95912,10-4020-000787,527,173,173,CARGO TRANSPORT 5,,9338.6228,747.0898,186.7725,10272.4851,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455576
71911,8,2024-10-09,2024-11-02,2024-10-19,5,True,SO71911,PO97557,10-4020-000351,782,266,135,CARGO TRANSPORT 5,,5147.6958,411.8157,102.9539,5662.4654,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455589
71912,1,2024-12-05,2024-12-29,2024-12-10,5,True,SO71912,PO39769,10-4020-000469,850,57,62,XRQ - TRUCK GROUND-,,6426.3921,514.1114,128.5278,7069.0313,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455600
71913,6,2025-05-31,2025-06-16,2025-06-10,5,False,SO71913,PO82521,10-4020-000085,517,94,204,XRQ - TRUCK GROUND-,,4470.9158,357.6733,89.4183,4918.0074,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455613
71914,4,2024-09-08,2024-09-15,2024-09-14,5,False,SO71914,PO78888,10-4020-000616,799,78,289,XRQ - TRUCK GROUND-,,2168.541,173.4833,43.3708,2385.3951,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455630
71915,6,2025-02-24,2025-03-20,2025-03-02,5,True,SO71915,PO59082,10-4020-000163,103,349,85,XRQ - TRUCK GROUND-,,752.5786,60.2063,15.0516,827.8365,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455642
71916,4,2025-04-21,2025-05-20,2025-04-26,5,False,SO71916,PO36502,10-4020-000286,51,206,152,OVERNIGHT J-FAST,,12891.1652,1031.2932,257.8233,14180.2817,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455657
71917,8,2025-02-23,2025-03-16,2025-03-03,5,True,SO71917,PO49320,10-4020-000001,77,129,363,XRQ - TRUCK GROUND-,,14581.5325,1166.5226,291.6307,16039.6858,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455669
71918,2,2025-05-09,2025-05-17,2025-05-18,5,True,SO71918,PO28847,10-4020-000493,843,83,392,CARGO TRANSPORT 5,,4708.5,376.68,94.17,5179.35,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455682
71919,7,2024-12-18,2025-01-06,2024-12-30,5,True,SO71919,PO42580,10-4020-000359,73,116,142,CARGO TRANSPORT 5,,11805.3771,944.4302,236.1075,12985.9148,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455694
71920,3,2024-12-23,2025-01-05,2025-01-02,5,True,SO71920,PO98111,10-4020-000283,779,168,6,XRQ - TRUCK GROUND-,,1895.8978,151.6718,37.918,2085.4876,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455707
71921,2,2024-07-31,2024-08-27,2024-08-12,5,False,SO71921,PO40432,10-4020-000677,449,153,421,CARGO TRANSPORT 5,,7833.2732,626.6619,156.6655,8616.6006,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455719
71922,8,2025-03-05,2025-03-16,2025-03-09,5,False,SO71922,PO45665,10-4020-000042,391,430,131,CARGO TRANSPORT 5,,11156.5304,892.5224,223.1306,12272.1834,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455731
71923,3,2025-04-17,2025-05-16,2025-05-01,5,False,SO71923,PO48155,10-4020-000231,536,53,46,XRQ - TRUCK GROUND-,,7024.559,561.9647,140.4912,7727.0149,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455744
71924,6,2025-04-05,2025-04-19,2025-04-18,5,False,SO71924,PO66685,10-4020-000432,59,327,54,OVERNIGHT J-FAST,,14398.0298,1151.8424,287.9606,15837.8328,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455757
71925,6,2024-10-20,2024-11-09,2024-11-02,5,False,SO71925,PO56748,10-4020-000086,14,52,366,OVERNIGHT J-FAST,,13575.7338,1086.0587,271.5147,14933.3072,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455769
71926,4,2024-10-03,2024-10-28,2024-10-12,5,False,SO71926,PO23626,10-4020-000800,847,363,250,XRQ - TRUCK GROUND-,,8807.4726,704.5978,176.1495,9688.2199,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455782
71927,7,2025-04-07,2025-05-03,2025-04-18,5,False,SO71927,PO15518,10-4020-000617,111,303,430,XRQ - TRUCK GROUND-,,12569.3098,1005.5448,251.3862,13826.2408,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455795
71928,2,2024-07-21,2024-08-04,2024-07-29,5,False,SO71928,PO61608,10-4020-000736,763,21,178,XRQ - TRUCK GROUND-,,8655.6016,692.4481,173.112,9521.1617,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455807
71929,1,2025-01-12,2025-01-31,2025-01-25,5,False,SO71929,PO97696,10-4020-000027,222,291,93,CARGO TRANSPORT 5,,12790.8838,1023.2707,255.8177,14069.9722,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455819
71930,2,2025-04-19,2025-05-05,2025-04-28,5,True,SO71930,PO69850,10-4020-000260,368,420,350,OVERNIGHT J-FAST,,14191.9489,1135.3559,283.839,15611.1438,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455831
71931,4,2024-11-28,2024-12-13,2024-12-08,5,True,SO71931,PO52534,10-4020-000470,716,326,135,CARGO TRANSPORT 5,,14605.0145,1168.4012,292.1003,16065.516,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455844
71932,6,2024-09-16,2024-10-16,2024-09-25,5,False,SO71932,PO32551,10-4020-000512,92,171,181,XRQ - TRUCK GROUND-,,8399.2426,671.9394,167.9849,9239.1669,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455856
71933,4,2025-03-03,2025-03-20,2025-03-10,5,True,SO71933,PO21853,10-4020-000655,416,161,319,OVERNIGHT J-FAST,,11110.8969,888.8718,222.2179,12221.9866,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455868
71934,7,2025-04-24,2025-05-07,2025-05-01,5,False,SO71934,PO55953,10-4020-000346,826,225,186,CARGO TRANSPORT 5,,2833.5726,226.6858,56.6715,3116.9299,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455880
71935,2,2024-08-26,2024-09-08,2024-09-07,5,False,SO71935,PO76338,10-4020-000718,658,287,152,XRQ - TRUCK GROUND-,,4875.2587,390.0207,97.5052,5362.7846,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455892
71936,2,2025-03-03,2025-03-16,2025-03-07,5,True,SO71936,PO88377,10-4020-000680,415,437,135,CARGO TRANSPORT 5,,2709.7261,216.7781,54.1945,2980.6987,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455904
71937,7,2024-11-22,2024-12-03,2024-12-01,5,True,SO71937,PO48523,10-4020-000629,584,43,166,CARGO TRANSPORT 5,,8015.7749,641.262,160.3155,8817.3524,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455916
71938,4,2025-01-13,2025-02-06,2025-01-18,5,False,SO71938,PO13454,10-4020-000507,230,427,356,CARGO TRANSPORT 5,,12400.7038,992.0563,248.0141,13640.7742,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455929
71939,8,2024-10-04,2024-10-31,2024-10-10,5,True,SO71939,PO11627,10-4020-000304,250,11,440,XRQ - TRUCK GROUND-,,13133.2825,1050.6626,262.6656,14446.6107,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455941
71940,7,2025-02-03,2025-02-27,2025-02-14,5,True,SO71940,PO64044,10-4020-000191,532,298,205,XRQ - TRUCK GROUND-,,12577.0643,1006.1651,251.5413,13834.7707,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455953
71941,7,2025-03-22,2025-04-21,2025-03-29,5,False,SO71941,PO44544,10-4020-000442,380,187,121,OVERNIGHT J-FAST,,13334.6319,1066.7706,266.6926,14668.0951,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455965
71942,3,2025-03-04,2025-03-21,2025-03-18,5,True,SO71942,PO80552,10-4020-000593,132,50,402,XRQ - TRUCK GROUND-,,5388.2589,431.0607,107.7652,5927.0848,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455977
71943,6,2025-05-29,2025-06-08,2025-06-10,5,True,SO71943,PO55657,10-4020-000735,719,331,284,CARGO TRANSPORT 5,,7162.2788,572.9823,143.2456,7878.5067,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.455989
71944,1,2025-01-25,2025-02-15,2025-02-06,5,False,SO71944,PO75160,10-4020-000606,447,34,88,CARGO TRANSPORT 5,,4073.5449,325.8836,81.4709,4480.8994,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456001
71945,1,2025-03-14,2025-04-01,2025-03-24,5,True,SO71945,PO18359,10-4020-000699,363,34,369,OVERNIGHT J-FAST,,6754.6007,540.3681,135.092,7430.0608,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456014
71946,1,2025-03-19,2025-04-17,2025-03-31,5,False,SO71946,PO66469,10-4020-000722,783,69,203,CARGO TRANSPORT 5,,3817.5805,305.4064,76.3516,4199.3385,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456026
71947,5,2025-05-05,2025-05-22,2025-05-11,5,False,SO71947,PO28904,10-4020-000785,553,349,301,OVERNIGHT J-FAST,,6809.0703,544.7256,136.1814,7489.9773,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456039
71948,1,2024-06-04,2024-07-03,2024-06-12,5,True,SO71948,PO19307,10-4020-000629,66,272,212,XRQ - TRUCK GROUND-,,14564.7834,1165.1827,291.2957,16021.2618,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456053
71949,4,2024-08-22,2024-09-17,2024-08-27,5,True,SO71949,PO13864,10-4020-000665,507,374,62,OVERNIGHT J-FAST,,11001.7172,880.1374,220.0343,12101.8889,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456065
71950,7,2024-07-16,2024-08-10,2024-07-30,5,False,SO71950,PO63421,10-4020-000391,714,243,71,OVERNIGHT J-FAST,,1457.7134,116.6171,29.1543,1603.4848,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456077
71951,6,2024-09-02,2024-09-14,2024-09-16,5,False,SO71951,PO43031,10-4020-000512,93,95,134,OVERNIGHT J-FAST,,1483.1563,118.6525,29.6631,1631.4719,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456089
71952,2,2024-09-11,2024-09-28,2024-09-21,5,True,SO71952,PO78664,10-4020-000264,21,311,32,XRQ - TRUCK GROUND-,,3438.2711,275.0617,68.7654,3782.0982,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456101
71953,2,2024-07-01,2024-07-13,2024-07-04,5,True,SO71953,PO10610,10-4020-000335,394,157,15,XRQ - TRUCK GROUND-,,10256.5158,820.5213,205.1303,11282.1674,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456113
71954,2,2025-03-16,2025-03-28,2025-03-22,5,False,SO71954,PO33827,10-4020-000549,224,177,50,XRQ - TRUCK GROUND-,,5653.7985,452.3039,113.076,6219.1784,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456125
71955,3,2024-08-19,2024-09-09,2024-09-02,5,True,SO71955,PO76496,10-4020-000153,834,420,228,CARGO TRANSPORT 5,,9015.7887,721.2631,180.3158,9917.3676,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456137
71956,2,2025-04-15,2025-05-01,2025-04-22,5,True,SO71956,PO55751,10-4020-000700,185,303,266,CARGO TRANSPORT 5,,629.6755,50.374,12.5935,692.643,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456149
71957,3,2024-07-22,2024-08-17,2024-07-30,5,False,SO71957,PO96309,10-4020-000562,399,402,230,CARGO TRANSPORT 5,,7489.8832,599.1907,149.7977,8238.8716,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456161
71958,6,2025-05-09,2025-05-23,2025-05-17,5,True,SO71958,PO41385,10-4020-000838,503,97,407,OVERNIGHT J-FAST,,8339.2046,667.1364,166.7841,9173.1251,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456173
71959,8,2024-06-22,2024-07-20,2024-07-06,5,True,SO71959,PO78136,10-4020-000094,680,336,165,XRQ - TRUCK GROUND-,,5406.905,432.5524,108.1381,5947.5955,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456185
71960,7,2025-03-16,2025-04-09,2025-03-29,5,True,SO71960,PO47035,10-4020-000329,139,230,391,CARGO TRANSPORT 5,,8647.5475,691.8038,172.951,9512.3023,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456198
71961,7,2024-10-28,2024-11-16,2024-11-06,5,False,SO71961,PO20798,10-4020-000503,25,252,54,OVERNIGHT J-FAST,,14166.4968,1133.3197,283.3299,15583.1464,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456210
71962,7,2025-03-15,2025-03-31,2025-03-25,5,False,SO71962,PO99660,10-4020-000716,57,271,426,CARGO TRANSPORT 5,,7287.3621,582.989,145.7472,8016.0983,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456222
71963,5,2024-09-05,2024-09-30,2024-09-19,5,True,SO71963,PO94008,10-4020-000322,757,25,274,CARGO TRANSPORT 5,,14204.3588,1136.3487,284.0872,15624.7947,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456234
71964,7,2024-06-25,2024-07-08,2024-07-03,5,True,SO71964,PO99674,10-4020-000445,757,261,269,CARGO TRANSPORT 5,,14503.1846,1160.2548,290.0637,15953.5031,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456247
71965,1,2025-02-16,2025-03-01,2025-02-20,5,False,SO71965,PO34340,10-4020-000227,730,164,38,XRQ - TRUCK GROUND-,,5593.8177,447.5054,111.8764,6153.1995,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456259
71966,1,2024-09-13,2024-09-21,2024-09-22,5,True,SO71966,PO25247,10-4020-000298,5,124,338,OVERNIGHT J-FAST,,7454.3644,596.3492,149.0873,8199.8009,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456271
71967,4,2024-08-30,2024-09-17,2024-09-08,5,True,SO71967,PO30437,10-4020-000146,614,127,319,XRQ - TRUCK GROUND-,,14806.9281,1184.5542,296.1386,16287.6209,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456284
71968,7,2024-10-11,2024-11-08,2024-10-23,5,False,SO71968,PO36853,10-4020-000670,755,140,210,XRQ - TRUCK GROUND-,,13235.0746,1058.806,264.7015,14558.5821,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456296
71969,7,2024-06-06,2024-06-25,2024-06-13,5,True,SO71969,PO73991,10-4020-000260,615,6,321,XRQ - TRUCK GROUND-,,6267.5162,501.4013,125.3503,6894.2678,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456308
71970,8,2024-12-20,2024-12-31,2025-01-02,5,True,SO71970,PO19243,10-4020-000653,118,60,82,OVERNIGHT J-FAST,,674.9003,53.992,13.498,742.3903,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456319
71971,6,2024-07-05,2024-07-17,2024-07-19,5,False,SO71971,PO99247,10-4020-000733,712,204,146,XRQ - TRUCK GROUND-,,2791.2105,223.2968,55.8242,3070.3315,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456331
71972,5,2024-10-25,2024-11-04,2024-10-29,5,False,SO71972,PO36493,10-4020-000089,569,434,255,CARGO TRANSPORT 5,,4306.3371,344.507,86.1267,4736.9708,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456343
71973,1,2024-08-05,2024-08-27,2024-08-15,5,True,SO71973,PO24602,10-4020-000235,39,427,199,CARGO TRANSPORT 5,,7797.4721,623.7978,155.9494,8577.2193,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456355
71974,2,2024-07-13,2024-07-27,2024-07-22,5,False,SO71974,PO67423,10-4020-000757,147,227,306,CARGO TRANSPORT 5,,11449.9941,915.9995,228.9999,12594.9935,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456366
71975,4,2025-05-06,2025-05-19,2025-05-20,5,False,SO71975,PO15735,10-4020-000583,15,79,175,OVERNIGHT J-FAST,,14007.5531,1120.6042,280.1511,15408.3084,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456379
71976,4,2024-08-29,2024-09-25,2024-09-01,5,False,SO71976,PO59811,10-4020-000157,299,259,33,CARGO TRANSPORT 5,,5284.2524,422.7402,105.685,5812.6776,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456392
71977,6,2024-09-03,2024-10-01,2024-09-17,5,False,SO71977,PO13317,10-4020-000452,72,432,126,XRQ - TRUCK GROUND-,,9426.8437,754.1475,188.5369,10369.5281,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456404
71978,3,2025-02-26,2025-03-09,2025-03-09,5,False,SO71978,PO17433,10-4020-000115,702,34,210,XRQ - TRUCK GROUND-,,4352.7077,348.2166,87.0542,4787.9785,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456416
71979,3,2025-03-01,2025-03-31,2025-03-09,5,False,SO71979,PO15037,10-4020-000147,107,351,120,CARGO TRANSPORT 5,,311.0541,24.8843,6.2211,342.1595,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456428
71980,1,2024-12-13,2025-01-01,2024-12-25,5,True,SO71980,PO39428,10-4020-000781,644,19,289,XRQ - TRUCK GROUND-,,101.1432,8.0915,2.0229,111.2576,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456440
71981,8,2024-07-08,2024-08-02,2024-07-21,5,False,SO71981,PO47023,10-4020-000703,631,199,231,XRQ - TRUCK GROUND-,,345.9107,27.6729,6.9182,380.5018,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456453
71982,5,2024-09-30,2024-10-18,2024-10-13,5,False,SO71982,PO72800,10-4020-000157,466,275,185,CARGO TRANSPORT 5,,10259.0735,820.7259,205.1815,11284.9809,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456465
71983,3,2024-08-13,2024-09-01,2024-08-20,5,True,SO71983,PO58244,10-4020-000758,22,222,413,OVERNIGHT J-FAST,,4338.6095,347.0888,86.7722,4772.4705,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456477
71984,7,2024-08-13,2024-09-11,2024-08-24,5,True,SO71984,PO62721,10-4020-000129,642,181,107,OVERNIGHT J-FAST,,686.1956,54.8956,13.7239,754.8151,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456489
